iteration,time
345,0.046670
346,0.050171
347,0.046643
348,0.046628
349,0.049484
350,0.046381
351,0.046685
352,0.047883
353,0.050584
354,0.046535
355,0.046380
356,0.050441
357,0.046382
358,0.046289
359,0.050835
360,0.049344
361,0.046258
362,0.050397
363,0.050962
364,0.046417
365,0.046701
366,0.050596
367,0.046436
368,0.046798
369,0.049334
370,0.046526
371,0.046516
372,0.050475
373,0.046474
374,0.046724
375,0.047055
376,0.046465
377,0.049300
378,0.046463
379,0.046581
380,0.049225
381,0.046389
382,0.046709
383,0.046415
384,0.046244
385,0.049318
386,0.049709
387,0.046912
388,0.050727
389,0.049814
390,0.046278
391,0.046224
392,0.050837
393,0.046426
394,0.048251
395,0.049464
396,0.046293
397,0.046417
398,0.050532
399,0.049868
400,0.047516
401,0.046519
402,0.046496
403,0.049721
404,0.046505
405,0.046904
406,0.050329
407,0.047715
408,0.046646
409,0.046855
410,0.046437
411,0.046525
412,0.046785
413,0.046300
414,0.046932
415,0.046416
416,0.046558
417,0.047945
418,0.046760
419,0.053670
420,0.047445
421,0.046596
422,0.051050
423,0.051026
424,0.050692
425,0.050128
426,0.049527
427,0.049342
428,0.050599
429,0.049504
430,0.049721
431,0.050488
432,0.051122
433,0.049992
434,0.046803
435,0.049900
436,0.050817
437,0.050626
438,0.051949
439,0.049984
440,0.051499
441,0.050880
442,0.049521
443,0.049990
444,0.050084
445,0.046802
446,0.050621
447,0.049911
448,0.052261
449,0.050471
450,0.047519
451,0.052289
452,0.052749
453,0.051061
454,0.051613
455,0.051642
456,0.049097
457,0.046555
458,0.048550
459,0.046653
460,0.046403
461,0.046654
462,0.046489
463,0.046638
464,0.051133
465,0.050990
466,0.050664
467,0.050674
468,0.050774
469,0.051650
470,0.050595
471,0.050916
472,0.050535
473,0.050553
474,0.050439
475,0.047580
476,0.050744
477,0.050367
478,0.051041
479,0.050918
480,0.050137
481,0.050599
482,0.050745
483,0.050177
484,0.049813
485,0.048202
486,0.050378
487,0.050055
488,0.050066
489,0.049417
490,0.046918
491,0.046415
492,0.049912
493,0.046382
494,0.046264
495,0.048019
496,0.046523
497,0.049895
498,0.049530
499,0.050152
500,0.051567
