iteration,time
296,5.617536
297,6.166015
298,5.654206
299,6.063641
300,6.197527
301,6.076553
302,6.278743
303,5.759119
304,5.920073
305,6.293781
306,5.940140
307,5.982735
308,6.164023
309,5.687769
310,6.322327
311,5.667810
312,5.123719
313,6.126553
314,5.034226
315,6.021352
316,5.886890
317,5.804807
318,5.636429
319,5.734008
320,6.052667
321,5.943892
322,5.799786
323,6.282286
324,5.634892
325,5.911962
326,5.737716
327,5.890760
328,5.710529
329,5.700948
330,5.875040
331,5.739785
332,5.741029
333,5.832191
334,5.884558
335,6.378545
336,6.240271
337,6.138118
338,5.803200
339,5.931037
340,6.254202
341,5.075874
342,5.346801
343,6.108498
344,5.115912
345,6.007870
346,6.097205
347,5.543721
348,5.762367
349,5.761252
350,5.659295
351,6.114953
352,5.814104
353,6.061323
354,6.189508
355,5.848133
356,6.037730
357,5.888505
358,5.812081
359,6.183598
360,5.753162
361,5.811794
362,5.870400
363,5.757360
364,5.628795
365,6.125726
366,5.759839
367,5.869523
368,6.204779
369,6.085742
370,6.049671
371,6.118914
372,5.762328
373,6.186293
374,6.256155
375,6.197528
376,5.822246
377,6.139739
378,5.725758
379,5.118101
380,5.907040
381,4.983903
382,5.306962
383,6.134077
384,6.176475
385,6.389570
386,6.450366
387,6.178237
388,5.806924
389,6.174107
390,6.050439
391,5.892357
392,5.778155
393,5.696760
394,5.813682
395,5.895575
396,5.953652
397,5.911748
398,5.983823
399,5.694487
400,6.234537
401,5.958987
402,6.055438
403,5.441643
404,6.188872
405,6.130962
406,5.182775
407,6.231273
408,5.927309
409,6.081146
410,5.462765
411,5.995874
412,6.059957
413,6.028543
414,5.019361
415,6.035693
416,5.279667
417,5.722963
418,5.874710
419,5.592028
420,5.841532
421,5.665752
422,5.971741
423,6.138910
424,5.863381
425,5.990803
426,6.101444
427,6.223392
428,6.157404
429,5.979074
430,6.068108
431,6.113654
432,5.883185
433,6.017399
434,5.900872
435,6.270336
436,6.041769
437,6.002599
438,6.003965
439,5.968054
440,6.013735
441,6.060212
442,6.016548
443,5.847754
444,5.803550
445,5.986356
446,6.137746
447,5.922103
448,6.164041
449,5.736438
450,5.701726
451,5.879235
452,5.869135
453,6.027953
454,5.756525
455,5.754949
456,5.844544
457,5.728819
458,6.028552
459,5.499398
460,5.756418
461,5.685278
462,5.869637
463,5.461761
464,5.649288
465,5.599012
466,5.653761
467,5.697859
468,5.429080
469,5.750178
470,5.864282
471,5.949652
472,6.020050
473,6.029645
474,5.734979
475,5.905972
476,5.775243
477,5.753234
478,5.773796
479,6.062364
480,5.905031
481,5.405460
482,5.824799
483,5.669873
484,5.484585
485,5.756815
486,6.032906
487,5.785403
488,5.882884
489,5.585217
490,5.728385
491,5.546670
492,5.862286
493,5.686274
494,5.977866
495,5.832978
496,5.840221
497,5.809347
498,5.664435
499,5.958466
500,5.918003
