iteration,time
365,5.145518
366,5.157188
367,6.191965
368,5.903569
369,5.867352
370,5.853198
371,6.212675
372,6.055776
373,5.942770
374,5.843362
375,5.724568
376,5.993216
377,6.134807
378,5.542768
379,5.793143
380,5.543003
381,5.036662
382,5.708974
383,6.386973
384,5.964474
385,6.257266
386,6.374835
387,6.302283
388,6.151428
389,6.008467
390,5.461284
391,5.262284
392,5.319267
393,5.126255
394,5.334093
395,5.276628
396,5.047825
397,5.205737
398,6.005244
399,6.262090
400,6.043915
401,6.121490
402,5.550006
403,5.528879
404,5.931137
405,5.783988
406,5.395268
407,5.755685
408,5.423631
409,5.249687
410,6.180150
411,6.104308
412,6.149963
413,5.098825
414,6.076219
415,5.577765
416,5.503816
417,5.300569
418,5.104390
419,5.273570
420,5.372323
421,5.329201
422,5.848259
423,5.237651
424,5.203006
425,5.810067
426,5.333826
427,5.540699
428,5.351114
429,5.337890
430,5.374174
431,5.363426
432,5.257171
433,5.207398
434,6.215576
435,5.379863
436,5.448699
437,5.428081
438,5.425633
439,5.311349
440,5.299740
441,5.310394
442,5.373245
443,5.245548
444,5.283415
445,5.342933
446,5.379111
447,6.209631
448,5.222155
449,5.209800
450,5.129698
451,5.215318
452,5.153900
453,5.301721
454,5.122897
455,5.153997
456,5.233194
457,5.266098
458,5.303852
459,6.147421
460,5.271109
461,5.197050
462,5.216349
463,5.209536
464,5.130548
465,5.340494
466,5.236740
467,5.171351
468,5.270029
469,5.248644
470,6.166681
471,5.251389
472,5.271117
473,5.193739
474,5.286772
475,5.187425
476,5.265830
477,5.463156
478,5.428750
479,5.240144
480,5.206552
481,5.231065
482,5.261039
483,6.334070
484,5.227909
485,5.333717
486,5.130903
487,5.184231
488,5.281154
489,5.182524
490,5.281244
491,5.329149
492,5.226627
493,5.182879
494,6.169286
495,5.225892
496,5.201284
497,5.312671
498,5.336795
499,5.265550
500,5.392305
